Mod:Item:MetaData, Localized Name
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:biome_selector:0, Biome Focus
thaumicaugmentation:thaumostatic_harness:0, Thaumostatic Harness
thaumicaugmentation:thaumostatic_harness_augment:0, Gyroscope Upgrade
thaumicaugmentation:thaumostatic_harness_augment:1, Girdle Upgrade
thaumicaugmentation:elytra_harness:0, Elytra Harness
thaumicaugmentation:elytra_harness_augment:0, Impetus Thruster Upgrade
thaumicaugmentation:autocaster_placer:0, Autocaster
thaumicaugmentation:autocaster_placer:1, Eldritch Autocaster
thaumicaugmentation:impulse_cannon:0, Impulse Cannon
thaumicaugmentation:impulse_cannon_augment:0, Railgun Conversion
thaumicaugmentation:impulse_cannon_augment:1, Burst Fire Conversion
thaumicaugmentation:focus_ancient, Ancient Focus
thaumicaugmentation:eldritch_lock_key:0, Runed Tablet
thaumicaugmentation:eldritch_lock_key:1, Spiked Sigil
thaumicaugmentation:eldritch_lock_key:2, Tome of Forbidden Knowledge
thaumicaugmentation:eldritch_lock_key:3, Sinister Blade
thaumicaugmentation:obelisk_placer:0, Eldritch Obelisk
thaumicaugmentation:obelisk_placer:1, Ancient Obelisk
thaumicaugmentation:research_notes:0, Tattered Scrolls
thaumicaugmentation:augment_vis_battery, Vis Battery Augment
thaumicaugmentation:thaumium_robes_hood, Hood of the Adept
thaumicaugmentation:thaumium_robes_chestplate, Robe of the Adept
thaumicaugmentation:thaumium_robes_leggings, Leggings of the Adept
thaumicaugmentation:celestial_observer_placer, Celestial Observer
thaumicwands:item_wand, item.item_wand.name
thaumicwands:item_wand_cap:0, Iron Cap
thaumicwands:item_wand_cap:1, Copper Cap
thaumicwands:item_wand_cap:2, Brass Cap
thaumicwands:item_wand_cap:3, Inert Silver Cap
thaumicwands:item_wand_cap:4, Charged Silver Cap
thaumicwands:item_wand_cap:5, Inert Thaumium Cap
thaumicwands:item_wand_cap:6, Charged Thaumium Cap
thaumicwands:item_wand_cap:7, Inert Void Cap
thaumicwands:item_wand_cap:8, Charged Void Cap
thaumicwands:item_wand_rod:0, Greatwood Rod
thaumicwands:item_wand_rod:1, Reed Rod
thaumicwands:item_wand_rod:2, Blaze Rod
thaumicwands:item_wand_rod:3, Ice Rod
thaumicwands:item_wand_rod:4, Obsidian Rod
thaumicwands:item_wand_rod:5, Quartz Rod
thaumicwands:item_wand_rod:6, Bone Rod
thaumicwands:item_wand_rod:7, Silverwood Rod
thaumicwands:item_primal_charm, Primal Charm
thaumicwands:item_wand_cap_ta:0, Inert Mithrillium Cap
thaumicwands:item_wand_cap_ta:1, Charged Mithrillium Cap
thaumicwands:item_wand_cap_ta:2, Inert Adaminite Cap
thaumicwands:item_wand_cap_ta:3, Charged Adaminite Cap
thaumicwands:item_wand_cap_ta:4, Inert Mithminite Cap
thaumicwands:item_wand_cap_ta:5, Charged Mithminite Cap
thaumicwands:item_wand_rod_ta:0, Adamintewood Rod
thaumicwands:item_wand_cap_tb:0, Thauminite Cap
thaumicrestoration:block_reinforced, Thaumium Plated Stone
thaumicrestoration:block_greatwood, Greatwood Block
thaumicrestoration:block_greatwood_framed, Thaumium Framed Greatwood
thaumicrestoration:block_infuser, Crystal Infuser
thaumicrestoration:block_adv_recharge_pedestal, Advanced Vis Recharge Pedestal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_crystal:0, Obsidian Edged Essentia Crystal
thaumicrestoration:block_obsidian, Terra Infused Obsidian
thaumicrestoration:block_paving_aer, Paving Stone of Permeability
thaumicrestoration:item_primal_modulator, Primal Modulator
thaumicrestoration:item_ingot:0, Air Infused Thaumium
thaumicrestoration:item_ingot:1, Fire Infused Thaumium
thaumicrestoration:item_ingot:2, Water Infused Thaumium
thaumicrestoration:item_ingot:3, Earth Infused Thaumium
thaumicrestoration:item_ingot:4, Order Infused Thaumium
thaumicrestoration:item_ingot:5, Entropy Infused Thaumium
thaumicrestoration:item_plate:0, Air Infused Thaumium Plate
thaumicrestoration:item_plate:1, Fire Infused Thaumium Plate
thaumicrestoration:item_plate:2, Water Infused Thaumium Plate
thaumicrestoration:item_plate:3, Earth Infused Thaumium Plate
thaumicrestoration:item_plate:4, Order Infused Thaumium Plate
thaumicrestoration:item_plate:5, Entropy Infused Thaumium Plate
thaumicrestoration:item_witherring, Wither Protection Ring
thaumicrestoration:item_lighter, item.item_lighter.name
thaumicrestoration:item_shard, Colorful Curiosity
thaumicrestoration:item_bucket:0, Infinite Water Bucket
thaumicrestoration:item_toast, Thaumic Toast
thaumicrestoration:item_wand_cap_tr:0, Air Infused Thaumium Cap
thaumicrestoration:item_wand_cap_tr:1, Fire Infused Thaumium Cap
thaumicrestoration:item_wand_cap_tr:2, Water Infused Thaumium Cap
thaumicrestoration:item_wand_cap_tr:3, Earth Infused Thaumium Cap
thaumicrestoration:item_wand_cap_tr:4, Order Infused Thaumium Cap
thaumicrestoration:item_wand_cap_tr:5, Entropy Infused Thaumium Cap
thaumictinkerer:funnel, Essentia Funnel
thaumictinkerer:dissimulation, Dissimulation Block
thaumictinkerer:transvector_interface, Transvector Interface
thaumictinkerer:transvector_dislocator, Transvector Dislocator
thaumictinkerer:repairer, Thaumic Restorer
thaumictinkerer:magnet, Kinetic Attractor
thaumictinkerer:mob_magnet, Corporeal Attractor
thaumictinkerer:osmotic_enchanter, Osmotic Enchanter
thaumictinkerer:enchantment_pillar, Enchanting Pillar
thaumictinkerer:animation_tablet, Dynamism Tablet
thaumictinkerer:black_quartz_block, Black Quartz Block
thaumictinkerer:summoner, Tablet of Necromancy
thaumictinkerer:ichor_block, Ichor Block
thaumictinkerer:bedrock_portal, Bedrock Portal
thaumictinkerer:warp_gate, Celestial Gateway
thaumictinkerer:share_book, Tome of Knowledge Sharing
thaumictinkerer:black_quartz, Smokey Quartz
thaumictinkerer:cleaning_talisman, Cleansing Charm
thaumictinkerer:connector, Transvector Binder
thaumictinkerer:soul_mould, Soul Mould
